ordernumber,sales_channel,deliverydate,currencycode,order_quantity,discount_applied,unit_price,unit_cost,product_name,customer_names,discount_amount,net_price,profit
SO - 0006275,Distributor,2020-07-03,USD,4,0.05,3805.6,1598.352,Audio,"Elorac, Corp",190.28,14461.279999999999,8067.8719999999985
SO - 0006627,Online,2020-07-20,USD,1,0.075,1232.8,875.2879999999999,Audio,"Elorac, Corp",92.46,1140.34,265.052
SO - 0007909,Online,2020-12-25,USD,7,0.05,207.7,176.54500000000002,Audio,"Elorac, Corp",10.385,1381.205,145.38999999999987
SO - 0001704,Online,2018-12-22,USD,8,0.05,207.7,145.39,Bakeware,"Elorac, Corp",10.385,1578.52,415.4000000000001
SO - 0002875,In-Store,2019-05-18,USD,4,0.05,174.20000000000002,104.52,Bakeware,"Elorac, Corp",8.71,661.96,243.88000000000005
SO - 0003760,Distributor,2019-08-18,USD,8,0.05,1199.3,575.664,Bakeware,"Elorac, Corp",59.965,9114.68,4509.368
SO - 0001099,Online,2018-10-03,USD,5,0.05,6150.6,3505.842,Wardrobes,"Elorac, Corp",307.53000000000003,29215.350000000002,11686.140000000003
SO - 0001399,In-Store,2018-11-14,USD,5,0.15,857.6,557.44,Wardrobes,"Elorac, Corp",128.64,3644.8,857.5999999999999
SO - 0003483,Online,2019-07-30,USD,2,0.15,2438.8,1341.34,Wardrobes,"Elorac, Corp",365.82,4145.96,1463.2800000000002
SO - 0003752,Distributor,2019-09-03,USD,2,0.05,783.9,423.306,Wardrobes,"Elorac, Corp",39.195,1489.4099999999999,642.7979999999999
SO - 0003900,Online,2019-09-03,USD,4,0.075,1085.4,879.1740000000001,Wardrobes,"Elorac, Corp",81.405,4015.9800000000005,499.2840000000001
SO - 0005516,In-Store,2020-03-11,USD,8,0.05,3999.9,3399.915,Wardrobes,"Elorac, Corp",199.995,30399.24,3199.920000000002
SO - 0007397,In-Store,2020-10-28,USD,1,0.075,1949.7,1072.335,Wardrobes,"Elorac, Corp",146.2275,1803.4725,731.1375
SO - 0001071,Distributor,2018-10-26,USD,5,0.075,1112.2,500.49,Rugs,"Elorac, Corp",83.415,5143.925,2641.4750000000004
SO - 0002209,Online,2019-02-12,USD,7,0.3,3859.2,2354.112,Rugs,"Elorac, Corp",1157.76,18910.079999999998,2431.2959999999985
SO - 0007958,Online,2021-01-17,USD,6,0.05,187.6,148.204,Rugs,"Elorac, Corp",9.38,1069.32,180.0959999999999
SO - 0002291,In-Store,2019-02-21,USD,8,0.05,2271.3,1476.3450000000005,Computers,"Elorac, Corp",113.56500000000001,17261.88,5451.119999999997
SO - 0002355,In-Store,2019-02-25,USD,5,0.1,167.5,120.6,Computers,"Elorac, Corp",16.75,753.75,150.75
SO - 0005274,Distributor,2020-02-12,USD,4,0.05,3966.4,2379.84,Computers,"Elorac, Corp",198.32000000000002,15072.32,5552.959999999999
SO - 0005589,Distributor,2020-04-07,USD,5,0.075,234.5,194.635,Computers,"Elorac, Corp",17.5875,1084.5625,111.38750000000005
SO - 0006606,Online,2020-07-25,USD,7,0.075,1715.2,823.2959999999999,Computers,"Elorac, Corp",128.64,11105.92,5342.848000000001
SO - 0006862,Online,2020-08-28,USD,2,0.05,1273.0,1069.32,Computers,"Elorac, Corp",63.650000000000006,2418.7,280.05999999999995
SO - 0002759,In-Store,2019-04-26,USD,1,0.075,3939.6,3072.888,TV and video,"Elorac, Corp",295.46999999999997,3644.13,571.2420000000002
SO - 0003320,Online,2019-06-27,USD,1,0.075,1949.7,1169.82,TV and video,"Elorac, Corp",146.2275,1803.4725,633.6525000000001
SO - 0006011,Distributor,2020-05-30,USD,2,0.15,3262.9,1925.111,TV and video,"Elorac, Corp",489.435,5546.93,1696.708
SO - 000836,Online,2018-09-03,USD,5,0.075,944.7,736.8660000000001,Table Lamps,"Elorac, Corp",70.8525,4369.2375,684.9074999999998
SO - 000994,Online,2018-10-07,USD,3,0.075,1038.5,789.26,Table Lamps,"Elorac, Corp",77.8875,2881.8374999999996,514.0574999999999
SO - 0001101,Distributor,2018-10-09,USD,6,0.15,3758.7,3082.134,Table Lamps,"Elorac, Corp",563.805,19169.37,676.5659999999989
SO - 0002392,In-Store,2019-03-15,USD,1,0.05,1340.0,844.2,Table Lamps,"Elorac, Corp",67.0,1273.0,428.79999999999995
SO - 0005428,Wholesale,2020-03-10,USD,6,0.4,234.5,189.945,Table Lamps,"Elorac, Corp",93.80000000000001,844.1999999999999,-295.47000000000014
SO - 0001610,Online,2018-12-29,USD,5,0.05,5085.3,4271.652,Bar Tools,"Elorac, Corp",254.26500000000001,24155.175,2796.9149999999972
SO - 0003017,Online,2019-06-06,USD,3,0.05,3343.3,2540.9080000000004,Bar Tools,"Elorac, Corp",167.16500000000002,9528.405,1905.6809999999996
SO - 0006821,Distributor,2020-08-14,USD,4,0.1,2720.2000000000003,2176.1600000000003,Bar Tools,"Elorac, Corp",272.02000000000004,9792.720000000001,1088.08
SO - 0002138,In-Store,2019-01-29,USD,8,0.15,1045.2,595.764,Wall Frames,"Elorac, Corp",156.78,7107.360000000001,2341.2480000000005
SO - 0002883,Online,2019-05-10,USD,8,0.075,2599.6,1221.812,Outdoor Decor,"Elorac, Corp",194.97,19237.04,9462.544000000002
SO - 0004680,Distributor,2019-12-25,USD,5,0.4,1125.6,607.8240000000001,Outdoor Decor,"Elorac, Corp",450.24,3376.7999999999993,337.6799999999989
SO - 0007804,In-Store,2020-12-11,USD,1,0.1,1782.2,962.388,Outdoor Decor,"Elorac, Corp",178.22000000000003,1603.98,641.592
SO - 0007627,In-Store,2020-11-27,USD,7,0.1,891.1,623.77,Table Linens,"Elorac, Corp",89.11000000000001,5613.93,1247.5400000000009
SO - 0004440,Online,2019-11-11,USD,8,0.4,1708.5,1161.78,Outdoor Furniture,"Elorac, Corp",683.4000000000001,8200.8,-1093.4400000000005
SO - 0005740,Online,2020-04-27,USD,4,0.075,2311.5,1502.475,Outdoor Furniture,"Elorac, Corp",173.36249999999998,8552.55,2542.6499999999996
SO - 0007955,In-Store,2020-12-23,USD,8,0.075,174.20000000000002,85.358,Outdoor Furniture,"Elorac, Corp",13.065000000000001,1289.0800000000002,606.2160000000001
SO - 000498,Online,2018-07-30,USD,1,0.2,3932.9,2635.043,Clocks,"Elorac, Corp",786.58,3146.32,511.27700000000004
SO - 0002132,Wholesale,2019-02-05,USD,2,0.05,1775.5,727.9549999999999,Clocks,"Elorac, Corp",88.775,3373.45,1917.54
SO - 0007942,Distributor,2021-01-03,USD,5,0.05,1125.6,720.3840000000001,Clocks,"Elorac, Corp",56.28,5346.599999999999,1744.679999999999
SO - 000919,Distributor,2018-09-20,USD,2,0.2,261.3,117.585,Platters,"Elorac, Corp",52.260000000000005,418.08000000000004,182.91000000000005
SO - 0001861,Wholesale,2019-01-09,USD,4,0.05,1963.1,1217.122,Platters,"Elorac, Corp",98.155,7459.78,2591.2919999999995
SO - 0002353,Online,2019-03-11,USD,6,0.075,1822.4,1457.92,Platters,"Elorac, Corp",136.68,10114.32,1366.7999999999993
SO - 0003264,Distributor,2019-06-20,USD,3,0.05,234.5,192.29,Platters,"Elorac, Corp",11.725000000000001,668.325,91.45500000000004
SO - 0004170,Online,2019-10-17,USD,7,0.1,4006.6,3365.544,Platters,"Elorac, Corp",400.66,25241.58,1682.7720000000045
SO - 0005850,Wholesale,2020-04-30,USD,4,0.15,3919.5,2665.26,Platters,"Elorac, Corp",587.925,13326.3,2665.2599999999984
SO - 0006466,Wholesale,2020-07-06,USD,5,0.075,3953.0,2885.69,Platters,"Elorac, Corp",296.47499999999997,18282.625,3854.1749999999993
SO - 0001567,Online,2018-12-14,USD,1,0.15,683.4,457.878,Mirrors,"Elorac, Corp",102.50999999999999,580.89,123.012
SO - 0002701,In-Store,2019-04-27,USD,4,0.1,5755.3,3683.392,Mirrors,"Elorac, Corp",575.5300000000001,20719.08,5985.512000000002
SO - 0004777,Wholesale,2020-01-05,USD,8,0.05,2224.4,934.248,Dinnerware,"Elorac, Corp",111.22000000000001,16905.440000000002,9431.456000000002
SO - 0006071,In-Store,2020-05-28,USD,2,0.1,2659.9,2260.915,Dinnerware,"Elorac, Corp",265.99,4787.82,265.9899999999998
SO - 0007389,In-Store,2020-10-26,USD,8,0.1,2458.9,2016.298,Dinnerware,"Elorac, Corp",245.89000000000001,17704.08,1573.6960000000017
SO - 000352,Distributor,2018-07-26,USD,2,0.4,2633.1,1816.839,Furniture Cushions,"Elorac, Corp",1053.24,3159.72,-473.9580000000001
SO - 000788,Wholesale,2018-09-02,USD,8,0.1,1031.8,629.3979999999999,Furniture Cushions,"Elorac, Corp",103.18,7428.959999999999,2393.776
SO - 0003380,In-Store,2019-07-01,USD,1,0.1,5380.1,4357.881,Furniture Cushions,"Elorac, Corp",538.0100000000001,4842.09,484.20899999999983
SO - 0004914,In-Store,2020-01-14,USD,7,0.15,3872.6,3059.3540000000003,Furniture Cushions,"Elorac, Corp",580.89,23041.97,1626.4919999999984
SO - 0005057,Distributor,2020-01-23,USD,7,0.05,3805.6,1636.408,Furniture Cushions,"Elorac, Corp",190.28,25307.239999999998,13852.383999999998
SO - 0005367,In-Store,2020-03-07,USD,8,0.075,2525.9,1338.727,Furniture Cushions,"Elorac, Corp",189.4425,18691.66,7981.843999999999
SO - 0005939,Online,2020-05-23,USD,7,0.075,241.2,115.776,Furniture Cushions,"Elorac, Corp",18.09,1561.77,751.338
SO - 0006429,Wholesale,2020-07-07,USD,3,0.075,1159.1,672.278,Furniture Cushions,"Elorac, Corp",86.93249999999999,3216.5025,1199.6685
SO - 0007993,In-Store,2021-01-09,USD,8,0.2,1005.0,472.35,Furniture Cushions,"Elorac, Corp",201.0,6432.0,2653.2
SO - 000751,In-Store,2018-09-08,USD,8,0.05,3242.8,1459.2600000000002,Photo Frames,"Elorac, Corp",162.14000000000001,24645.280000000002,12971.2
SO - 0001110,In-Store,2018-10-19,USD,4,0.4,917.9,559.919,Photo Frames,"Elorac, Corp",367.16,2202.96,-36.715999999999894
SO - 0005204,In-Store,2020-02-05,USD,7,0.15,5427.0,2170.8,Photo Frames,"Elorac, Corp",814.05,32290.649999999998,17095.049999999996
SO - 0006710,In-Store,2020-08-08,USD,5,0.05,2405.3,986.173,Photo Frames,"Elorac, Corp",120.26500000000001,11425.175000000001,6494.310000000001
SO - 0007935,Wholesale,2020-12-30,USD,1,0.15,2010.0,1688.4,Photo Frames,"Elorac, Corp",301.5,1708.5,20.09999999999991
SO - 0001302,In-Store,2018-11-27,USD,2,0.075,1192.6,632.0780000000001,Bedroom Furniture,"Elorac, Corp",89.445,2206.31,942.1539999999998
SO - 0007867,Online,2020-12-19,USD,3,0.075,1768.8,884.4,Bedroom Furniture,"Elorac, Corp",132.66,4908.42,2255.2200000000003
SO - 000146,Distributor,2018-06-15,USD,8,0.1,2304.8,1382.88,Ornaments,"Elorac, Corp",230.48000000000002,16594.56,5531.52
SO - 000575,Online,2018-08-11,USD,5,0.075,247.9,163.614,Ornaments,"Elorac, Corp",18.5925,1146.5375,328.46749999999986
SO - 0001067,Online,2018-10-03,USD,7,0.4,2458.9,1819.586,Ornaments,"Elorac, Corp",983.5600000000001,10327.380000000001,-2409.7219999999998
SO - 0001271,In-Store,2018-11-01,USD,5,0.15,1018.4,600.856,Ornaments,"Elorac, Corp",152.76,4328.2,1323.92
SO - 0002778,Online,2019-04-30,USD,7,0.1,207.7,168.23700000000002,Ornaments,"Elorac, Corp",20.77,1308.5099999999998,130.85099999999966
SO - 0006142,In-Store,2020-06-01,USD,3,0.15,1688.4,1215.648,Ornaments,"Elorac, Corp",253.26,4305.42,658.4760000000006
SO - 0006904,Online,2020-09-03,USD,4,0.2,5480.6,4110.450000000001,Ornaments,"Elorac, Corp",1096.1200000000001,17537.920000000002,1096.119999999999
SO - 0007683,Online,2020-12-07,USD,3,0.2,1715.2,1063.424,Ornaments,"Elorac, Corp",343.04,4116.4800000000005,926.2080000000005
SO - 0007828,Distributor,2020-12-27,USD,5,0.15,3470.6,2845.892,Ornaments,"Elorac, Corp",520.5899999999999,14750.050000000001,520.590000000002
SO - 0007852,In-Store,2020-12-10,USD,1,0.05,1956.4,1604.248,Ornaments,"Elorac, Corp",97.82000000000001,1858.5800000000002,254.3320000000001
SO - 000912,Wholesale,2018-09-17,USD,7,0.075,1882.7,1317.89,Cocktail Glasses,"Elorac, Corp",141.2025,12190.4825,2965.2524999999987
SO - 0002682,Online,2019-04-25,USD,1,0.05,951.4,513.756,Cocktail Glasses,"Elorac, Corp",47.57,903.8299999999999,390.07399999999996
SO - 0004723,Online,2019-12-13,USD,6,0.05,2358.4,1132.032,Cocktail Glasses,"Elorac, Corp",117.92000000000002,13442.880000000001,6650.688000000002
SO - 0005268,Wholesale,2020-02-12,USD,7,0.4,1025.1,563.8050000000002,Cocktail Glasses,"Elorac, Corp",410.03999999999996,4305.42,358.78499999999894
SO - 0005688,Distributor,2020-04-11,USD,6,0.4,3926.2,2473.5060000000003,Cocktail Glasses,"Elorac, Corp",1570.48,14134.32,-706.7160000000022
SO - 0007460,In-Store,2020-10-26,USD,2,0.1,1011.7,556.4350000000001,Cocktail Glasses,"Elorac, Corp",101.17000000000002,1821.06,708.1899999999998
SO - 0004970,In-Store,2020-01-28,USD,1,0.05,268.0,123.28,Pillows,"Elorac, Corp",13.4,254.6,131.32
SO - 0006141,Online,2020-06-14,USD,8,0.05,1098.8,560.388,Pillows,"Elorac, Corp",54.94,8350.88,3867.775999999999
SO - 0008020,Online,2021-01-02,USD,3,0.075,1139.0,785.91,Pillows,"Elorac, Corp",85.425,3160.7250000000004,802.9950000000003
SO - 000577,Wholesale,2018-08-20,USD,4,0.4,1011.7,667.7220000000001,Wine Storage,"Elorac, Corp",404.68000000000006,2428.08,-242.80800000000045
SO - 0004543,In-Store,2019-12-09,USD,5,0.075,6184.1,3772.301,Wine Storage,"Elorac, Corp",463.8075,28601.4625,9739.9575
SO - 0005194,In-Store,2020-02-04,USD,8,0.05,2318.2000000000003,1877.7420000000004,Wine Storage,"Elorac, Corp",115.91000000000003,17618.320000000003,2596.384
SO - 0005529,Online,2020-03-21,USD,5,0.1,241.2,113.364,Wine Storage,"Elorac, Corp",24.12,1085.3999999999999,518.5799999999998
SO - 0003575,Distributor,2019-07-29,USD,8,0.075,2485.7000000000003,1988.5600000000004,Serveware,"Elorac, Corp",186.4275,18394.18,2485.699999999997
SO - 0005881,Online,2020-04-27,USD,8,0.05,5118.8,2149.896,Serveware,"Elorac, Corp",255.94000000000003,38902.880000000005,21703.712000000003
SO - 0005964,In-Store,2020-05-27,USD,2,0.05,5688.3,2673.501,Serveware,"Elorac, Corp",284.415,10807.77,5460.768
SO - 0003808,Online,2019-09-11,USD,7,0.15,991.6,495.8,Home Fragrances,"Elorac, Corp",148.74,5900.02,2429.4200000000005
SO - 0006530,Online,2020-07-20,USD,2,0.15,2244.5,1728.265,Home Fragrances,"Elorac, Corp",336.675,3815.65,359.1199999999999
SO - 0001573,In-Store,2018-12-29,USD,4,0.1,1092.1,698.9440000000001,Floral,"Elorac, Corp",109.21,3931.5599999999995,1135.7839999999992
SO - 0003067,Online,2019-05-21,USD,6,0.1,1038.5,467.325,Floral,"Elorac, Corp",103.85000000000001,5607.9,2803.95
SO - 0003192,Wholesale,2019-06-06,USD,5,0.1,214.4,150.07999999999998,Blankets,"Elorac, Corp",21.44,964.8000000000001,214.4000000000002
SO - 0004014,In-Store,2019-09-26,USD,6,0.3,1112.2,500.49,Blankets,"Elorac, Corp",333.66,4671.24,1668.2999999999997
SO - 0004256,In-Store,2019-10-14,USD,3,0.3,254.6,162.944,Blankets,"Elorac, Corp",76.38,534.66,45.827999999999975
SO - 0007373,Distributor,2020-10-11,USD,7,0.075,6009.900000000001,4928.118,Blankets,"Elorac, Corp",450.7425,38914.1025,4417.2765
SO - 000613,In-Store,2018-08-30,USD,4,0.15,1051.9,694.2540000000001,Phones,"Elorac, Corp",157.785,3576.4600000000005,799.444
SO - 0004300,In-Store,2019-11-04,USD,7,0.075,2251.2000000000003,1868.496,Phones,"Elorac, Corp",168.84,14576.52,1497.0479999999989
SO - 0006623,Online,2020-08-14,USD,1,0.2,3859.2,1929.6,Phones,"Elorac, Corp",771.84,3087.3599999999997,1157.7599999999998
SO - 0006266,In-Store,2020-06-26,USD,6,0.2,857.6,728.96,Pendants,"Elorac, Corp",171.52,4116.4800000000005,-257.27999999999975
SO - 0007929,In-Store,2020-12-24,USD,4,0.05,3752.0,2363.76,Pendants,"Elorac, Corp",187.60000000000002,14257.6,4802.5599999999995
SO - 0005221,Distributor,2020-02-05,USD,3,0.075,1748.7,699.48,Basketball,"Elorac, Corp",131.1525,4852.6425,2754.2025
SO - 000838,Online,2018-09-25,USD,4,0.075,1809.0,1465.2900000000002,Wall Coverings,"Elorac, Corp",135.67499999999998,6693.3,832.1399999999994
SO - 0001332,In-Store,2018-11-24,USD,4,0.05,1949.7,1559.7600000000002,Wall Coverings,"Elorac, Corp",97.48500000000001,7408.860000000001,1169.8199999999997
SO - 0003311,In-Store,2019-06-16,USD,5,0.05,1976.5,1264.96,Wall Coverings,"Elorac, Corp",98.825,9388.375,3063.575
SO - 000883,Wholesale,2018-09-11,USD,3,0.075,797.3000000000001,454.461,Candleholders,"Elorac, Corp",59.7975,2212.5075,849.1245000000001
SO - 0004214,Online,2019-10-28,USD,4,0.075,3886.0,1554.4,Candleholders,"Elorac, Corp",291.45,14378.2,8160.6
SO - 0005205,Online,2020-03-04,USD,7,0.05,2378.5,1403.3149999999998,Candleholders,"Elorac, Corp",118.92500000000001,15817.024999999998,5993.82
SO - 0007951,Distributor,2021-01-08,USD,8,0.075,167.5,135.675,Candleholders,"Elorac, Corp",12.5625,1239.5,154.0999999999999
SO - 0001009,In-Store,2018-09-28,USD,7,0.075,3289.7000000000003,1875.129,Festive,"Elorac, Corp",246.72750000000002,21300.807500000003,8174.904500000004
SO - 0007844,In-Store,2020-12-13,USD,1,0.075,2432.1,1751.112,Festive,"Elorac, Corp",182.4075,2249.6925,498.58050000000003
SO - 0007962,Distributor,2021-01-20,USD,2,0.2,3886.0,1748.7,Festive,"Elorac, Corp",777.2,6217.6,2720.2000000000003
SO - 000293,In-Store,2018-07-09,USD,7,0.2,2519.2000000000003,1309.9840000000002,Baseball,"Elorac, Corp",503.8400000000001,14107.52,4937.632
SO - 0001565,Online,2018-12-08,USD,4,0.075,1098.8,791.136,Baseball,"Elorac, Corp",82.41,4065.56,901.0160000000001
SO - 0007152,In-Store,2020-10-09,USD,3,0.15,1051.9,483.8740000000001,Baseball,"Elorac, Corp",157.785,2682.3450000000003,1230.723
SO - 0004954,In-Store,2020-01-26,USD,5,0.1,2552.7000000000003,1072.134,Collectibles,"Elorac, Corp",255.27000000000004,11487.150000000001,6126.480000000001
SO - 0006560,In-Store,2020-07-20,USD,6,0.2,911.2,637.84,Collectibles,"Elorac, Corp",182.24,4373.76,546.7200000000003
SO - 0006973,Wholesale,2020-08-27,USD,7,0.075,1132.3,849.2249999999999,Collectibles,"Elorac, Corp",84.9225,7331.6425,1387.067500000001
SO - 000589,Distributor,2018-08-11,USD,5,0.2,5889.3,4416.975,Vanities,"Elorac, Corp",1177.8600000000001,23557.200000000004,1472.3250000000044
SO - 0001765,In-Store,2018-12-29,USD,5,0.05,1139.0,899.8100000000001,Vanities,"Elorac, Corp",56.95,5410.25,911.1999999999998
SO - 0002343,In-Store,2019-03-15,USD,6,0.05,3832.4,1724.5800000000002,Vanities,"Elorac, Corp",191.62,21844.68,11497.199999999999
SO - 0004145,Distributor,2019-10-10,USD,1,0.05,5989.8,4731.942,Vanities,"Elorac, Corp",299.49,5690.31,958.3680000000004
SO - 0004407,In-Store,2019-11-14,USD,8,0.05,1882.7,1374.371,Vanities,"Elorac, Corp",94.135,14308.52,3313.5519999999997
SO - 0006926,Wholesale,2020-09-13,USD,8,0.075,2331.6,1725.384,Vanities,"Elorac, Corp",174.86999999999998,17253.84,3450.768
SO - 0002081,In-Store,2019-01-28,USD,8,0.2,3819.0,3131.58,Bean Bags,"Elorac, Corp",763.8000000000001,24441.6,-611.0400000000009
SO - 000244,Online,2018-07-24,USD,4,0.05,5815.6,2791.4880000000003,Dining Furniture,Ohio ,290.78000000000003,22099.280000000002,10933.328000000001
SO - 000529,In-Store,2018-08-18,USD,4,0.1,3966.4,2776.48,Dining Furniture,Ohio ,396.64000000000004,14279.04,3173.120000000001
SO - 0003209,Online,2019-06-08,USD,7,0.1,3410.3,2319.0040000000004,Dining Furniture,Ohio ,341.03000000000003,21484.89,5251.861999999997
SO - 0005161,Online,2020-02-08,USD,2,0.05,3162.4,1739.3200000000002,Dining Furniture,Ohio ,158.12,6008.56,2529.92
SO - 0006919,Online,2020-09-04,USD,1,0.15,998.3,838.572,Dining Furniture,Ohio ,149.74499999999998,848.555,9.982999999999947
SO - 0006306,Online,2020-07-10,USD,8,0.2,207.7,89.311,Wreaths,Ohio ,41.54,1329.28,614.7919999999999
SO - 000314,In-Store,2018-07-11,USD,3,0.1,1145.7,538.479,Stemware,Ohio ,114.57000000000001,3093.3900000000003,1477.9530000000002
SO - 0004155,Online,2019-10-06,USD,7,0.075,1949.7,994.347,Stemware,Ohio ,146.2275,12624.3075,5663.878500000001
SO - 0006310,In-Store,2020-06-18,USD,4,0.075,2546.0,1196.62,Stemware,Ohio ,190.95,9420.2,4633.720000000001
SO - 0003201,Distributor,2019-06-18,USD,2,0.1,2257.9,925.739,Accessories,Ohio ,225.79000000000002,4064.2200000000003,2212.742
SO - 000106,Online,2018-06-13,USD,5,0.05,1038.5,446.555,Cookware,Ohio ,51.925000000000004,4932.875,2700.1
SO - 000309,Online,2018-07-22,USD,2,0.05,1125.6,787.9200000000001,Cookware,Ohio ,56.28,2138.64,562.7999999999997
SO - 000505,Online,2018-08-05,USD,7,0.15,1045.2,700.2840000000001,Cookware,Ohio ,156.78,6218.9400000000005,1316.9519999999993
SO - 0001005,Online,2018-10-15,USD,5,0.1,3832.4,2682.68,Cookware,Ohio ,383.24,17245.8,3832.3999999999996
SO - 0001744,In-Store,2019-01-03,USD,7,0.075,2988.2000000000003,1583.7460000000003,Cookware,Ohio ,224.115,19348.595,8262.373
SO - 0002217,Wholesale,2019-02-23,USD,1,0.075,1098.8,483.472,Cookware,Ohio ,82.41,1016.39,532.918
SO - 000372,Online,2018-07-18,USD,3,0.05,911.2,410.04,Bathroom Furniture,Ohio ,45.56,2596.92,1366.8
SO - 000524,Online,2018-08-09,USD,5,0.2,207.7,83.08000000000001,Bathroom Furniture,Ohio ,41.54,830.8,415.39999999999986
SO - 0002024,In-Store,2019-02-04,USD,2,0.075,3939.6,3230.472,Sculptures,Ohio ,295.46999999999997,7288.26,827.3159999999998
SO - 0005000,Distributor,2020-01-25,USD,3,0.2,2371.8,996.156,Sculptures,Ohio ,474.36000000000007,5692.32,2703.852
SO - 0006501,Online,2020-07-29,USD,2,0.15,3912.8,1995.528,Sculptures,Ohio ,586.92,6651.76,2660.704
SO - 0007334,Online,2020-10-21,USD,6,0.15,214.4,135.072,Sculptures,Ohio ,32.16,1093.44,283.00800000000004
SO - 0007818,Online,2020-12-04,USD,8,0.05,1085.4,434.1600000000001,Audio,Ohio ,54.27000000000001,8249.04,4775.76
SO - 000555,In-Store,2018-08-22,USD,1,0.15,1045.2,804.8040000000001,Bakeware,Ohio ,156.78,888.4200000000001,83.61599999999999
SO - 000683,Online,2018-08-21,USD,1,0.2,1038.5,706.1800000000001,Bakeware,Ohio ,207.70000000000002,830.8,124.61999999999989
SO - 000949,In-Store,2018-09-15,USD,3,0.1,2974.8,2231.1000000000004,Bakeware,Ohio ,297.48,8031.960000000001,1338.6599999999999
SO - 0007661,Distributor,2020-11-18,USD,8,0.075,5031.7,4226.628,Bakeware,Ohio ,377.3775,37234.58,3421.556000000004
SO - 0007747,In-Store,2020-12-17,USD,6,0.4,2432.1,1167.408,Bakeware,Ohio ,972.84,8755.559999999998,1751.1119999999983
SO - 000111,Distributor,2018-06-20,USD,6,0.1,201.0,124.62,Wardrobes,Ohio ,20.1,1085.4,337.68000000000006
SO - 0001623,In-Store,2018-12-01,USD,1,0.1,5239.400000000001,2619.7000000000003,Wardrobes,Ohio ,523.94,4715.460000000001,2095.7600000000007
SO - 0002105,In-Store,2019-01-21,USD,8,0.3,3932.9,1769.805,Wardrobes,Ohio ,1179.87,22024.24,7865.800000000001
